ortho	lemme	cgram
ilotes	ilote	NOM
ilotisme	ilotisme	NOM
ils	ils	PRO:per
iléaux	iléal	ADJ
iléus	iléus	NOM
image	image	NOM
image	imager	VER
imageant	imager	VER
imager	imager	VER
imagerie	imagerie	NOM
imageries	imagerie	NOM
images	image	NOM
imageur	imageur	NOM
imageurs	imageur	NOM
imagier	imagier	NOM
imagiers	imagier	NOM
imagina	imaginer	VER
imaginable	imaginable	ADJ
imaginables	imaginable	ADJ
imaginai	imaginer	VER
imaginaient	imaginer	VER
imaginaire	imaginaire	ADJ
imaginaire	imaginaire	NOM
imaginairement	imaginairement	ADV
imaginaires	imaginaire	ADJ
imaginaires	imaginaire	NOM
imaginais	imaginer	VER
imaginait	imaginer	VER
imaginant	imaginant	ADJ
imaginant	imaginer	VER
imaginatif	imaginatif	ADJ
imaginatif	imaginatif	NOM
imaginatifs	imaginatif	ADJ
imaginatifs	imaginatif	NOM
imagination	imagination	NOM
imaginations	imagination	NOM
imaginative	imaginatif	ADJ
imaginative	imaginative	NOM
imaginatives	imaginatif	ADJ
imagine	imaginer	VER
imaginent	imaginer	VER
imaginer	imaginer	VER
imaginerai	imaginer	VER
imagineraient	imaginer	VER
imaginerais	imaginer	VER
imaginerait	imaginer	VER
imagineras	imaginer	VER
imaginerez	imaginer	VER
imagineriez	imaginer	VER
imaginerons	imaginer	VER
imagineront	imaginer	VER
imagines	imaginer	VER
imaginez	imaginer	VER
imaginiez	imaginer	VER
imaginions	imaginer	VER
imaginons	imaginer	VER
imaginâmes	imaginer	VER
imaginât	imaginer	VER
imaginèrent	imaginer	VER
imaginé	imaginer	VER
imaginée	imaginer	VER
imaginées	imaginer	VER
imaginés	imaginer	VER
imago	imago	NOM
imagé	imager	VER
imagé	imagé	ADJ
imagée	imager	VER
imagée	imagé	ADJ
imagées	imager	VER
imagées	imagé	ADJ
imagés	imager	VER
imagés	imagé	ADJ
imam	imam	NOM
imams	imam	NOM
iman	iman	NOM
imbaisable	imbaisable	ADJ
imbattable	imbattable	ADJ
imbattables	imbattable	ADJ
imberbe	imberbe	ADJ
imberbes	imberbe	ADJ
imbiba	imbiber	VER
imbibaient	imbiber	VER
imbibais	imbiber	VER
imbibait	imbiber	VER
imbibant	imbiber	VER
imbibe	imbiber	VER
imbiber	imbiber	VER
imbiberai	imbiber	VER
imbiberais	imbiber	VER
imbiberait	imbiber	VER
imbibition	imbibition	NOM
imbibé	imbiber	VER
imbibé	imbibé	ADJ
imbibée	imbiber	VER
imbibée	imbibé	ADJ
imbibées	imbiber	VER
imbibées	imbibé	ADJ
imbibés	imbiber	VER
imbibés	imbibé	ADJ
imbitable	imbitable	ADJ
imbitables	imbitable	ADJ
imbittable	imbittable	ADJ
imbrication	imbrication	NOM
imbrications	imbrication	NOM
imbriquaient	imbriquer	VER
imbriquait	imbriquer	VER
imbriquant	imbriquer	VER
imbrique	imbriquer	VER
imbriquent	imbriquer	VER
imbriquer	imbriquer	VER
imbriqué	imbriqué	ADJ
imbriquée	imbriquer	VER
imbriquées	imbriquer	VER
imbriquées	imbriqué	ADJ
imbriqués	imbriquer	VER
imbriqués	imbriqué	ADJ
imbrisable	imbrisable	ADJ
imbroglio	imbroglio	NOM
imbroglios	imbroglio	NOM
imbu	imbu	ADJ
imbue	imbu	ADJ
imbues	imbu	ADJ
imbus	imbu	ADJ
imbuvable	imbuvable	ADJ
imbécile	imbécile	ADJ
imbécile	imbécile	NOM
imbécilement	imbécilement	ADV
imbéciles	imbécile	ADJ
imbéciles	imbécile	NOM
imbécillité	imbécillité	NOM
imbécillités	imbécillité	NOM
imidazole	imidazole	NOM
imita	imiter	VER
imitable	imitable	ADJ
imitables	imitable	ADJ
imitai	imiter	VER
imitaient	imiter	VER
imitais	imiter	VER
imitait	imiter	VER
imitant	imiter	VER
imitateur	imitateur	ADJ
imitateur	imitateur	NOM
imitateurs	imitateur	ADJ
imitateurs	imitateur	NOM
imitation	imitation	NOM
imitations	imitation	NOM
imitative	imitatif	ADJ
imitatives	imitatif	ADJ
imitatrice	imitateur	NOM
imite	imiter	VER
imitent	imiter	VER
imiter	imiter	VER
imitera	imiter	VER
imiterai	imiter	VER
imiteraient	imiter	VER
imiterais	imiter	VER
imiterait	imiter	VER
imiteront	imiter	VER
imites	imiter	VER
imitez	imiter	VER
imitiez	imiter	VER
imitions	imiter	VER
imitons	imiter	VER
imitâmes	imiter	VER
imitât	imiter	VER
imitèrent	imiter	VER
imité	imiter	VER
imité	imité	ADJ
imitée	imiter	VER
imitée	imité	ADJ
imitées	imiter	VER
imitées	imité	ADJ
imités	imiter	VER
imités	imité	ADJ
immaculation	immaculation	NOM
immaculé	immaculé	ADJ
immaculée	immaculé	ADJ
immaculées	immaculé	ADJ
immaculés	immaculé	ADJ
immanence	immanence	NOM
immanent	immanent	ADJ
immanente	immanent	ADJ
immanentisme	immanentisme	NOM
immangeable	immangeable	ADJ
immangeables	immangeable	ADJ
immanquable	immanquable	ADJ
immanquablement	immanquablement	ADV
immanquables	immanquable	ADJ
immarcescible	immarcescible	ADJ
immatriculation	immatriculation	NOM
immatriculations	immatriculation	NOM
immatriculer	immatriculer	VER
immatriculé	immatriculer	VER
immatriculé	immatriculé	ADJ
immatriculée	immatriculer	VER
immatriculée	immatriculé	ADJ
immatriculées	immatriculer	VER
immature	immature	ADJ
immatures	immature	ADJ
immaturité	immaturité	NOM
immatérialité	immatérialité	NOM
immatériel	immatériel	ADJ
immatérielle	immatériel	ADJ
immatérielles	immatériel	ADJ
immatériels	immatériel	ADJ
immense	immense	ADJ
immenses	immense	ADJ
immensité	immensité	NOM
immensités	immensité	NOM
immensurable	immensurable	ADJ
immensément	immensément	ADV
immerge	immerger	VER
immergea	immerger	VER
immergeait	immerger	VER
immergeant	immerger	VER
immergent	immerger	VER
immergeons	immerger	VER
immerger	immerger	VER
immergerons	immerger	VER
immergez	immerger	VER
immergiez	immerger	VER
immergèrent	immerger	VER
immergé	immerger	VER
immergé	immergé	ADJ
immergée	immerger	VER
immergée	immergé	ADJ
immergées	immerger	VER
immergées	immergé	ADJ
immergés	immerger	VER
immergés	immergé	ADJ
immersion	immersion	NOM
immettable	immettable	ADJ
immeuble	immeuble	ADJ
immeuble	immeuble	NOM
immeubles	immeuble	ADJ
immeubles	immeuble	NOM
immigrai	immigrer	VER
immigrant	immigrant	ADJ
immigrant	immigrant	NOM
immigrante	immigrant	NOM
immigrants	immigrant	ADJ
immigrants	immigrant	NOM
immigration	immigration	NOM
immigrer	immigrer	VER
immigré	immigrer	VER
immigré	immigré	ADJ
immigré	immigré	NOM
immigrée	immigré	ADJ
immigrée	immigré	NOM
immigrées	immigrer	VER
immigrées	immigré	ADJ
immigrées	immigré	NOM
immigrés	immigré	ADJ
immigrés	immigré	NOM
imminence	imminence	NOM
imminent	imminent	ADJ
imminente	imminent	ADJ
imminentes	imminent	ADJ
imminents	imminent	ADJ
immisce	immiscer	VER
immiscent	immiscer	VER
immiscer	immiscer	VER
immiscerait	immiscer	VER
immisces	immiscer	VER
immiscibles	immiscible	ADJ
immiscé	immiscer	VER
immiscée	immiscer	VER
immisçaient	immiscer	VER
immisçait	immiscer	VER
immisçant	immiscer	VER
immixtion	immixtion	NOM
immixtions	immixtion	NOM
immobile	immobile	ADJ
immobiles	immobile	ADJ
immobilier	immobilier	ADJ
immobilier	immobilier	NOM
immobiliers	immobilier	ADJ
immobiliers	immobilier	NOM
immobilisa	immobiliser	VER
immobilisai	immobiliser	VER
immobilisaient	immobiliser	VER
immobilisais	immobiliser	VER
immobilisait	immobiliser	VER
immobilisant	immobilisant	ADJ
immobilisant	immobiliser	VER
immobilisation	immobilisation	NOM
immobilisations	immobilisation	NOM
immobilise	immobiliser	VER
immobilisent	immobiliser	VER
immobiliser	immobiliser	VER
immobilisera	immobiliser	VER
immobiliserait	immobiliser	VER
immobiliseront	immobiliser	VER
immobilises	immobiliser	VER
immobilisez	immobiliser	VER
immobilisme	immobilisme	NOM
immobilisons	immobiliser	VER
immobilisèrent	immobiliser	VER
immobilisé	immobiliser	VER
immobilisée	immobiliser	VER
immobilisées	immobiliser	VER
immobilisés	immobiliser	VER
immobilité	immobilité	NOM
immobilités	immobilité	NOM
immobilière	immobilier	ADJ
immobilières	immobilier	ADJ
immodeste	immodeste	ADJ
immodestes	immodeste	ADJ
immodestie	immodestie	NOM
immodéré	immodéré	ADJ
immodérée	immodéré	ADJ
immodérées	immodéré	ADJ
immodérément	immodérément	ADV
immodérés	immodéré	ADJ
immola	immoler	VER
immolation	immolation	NOM
immolations	immolation	NOM
immole	immoler	VER
immolent	immoler	VER
immoler	immoler	VER
immolé	immoler	VER
immolée	immoler	VER
immolés	immoler	VER
immonde	immonde	ADJ
immondes	immonde	ADJ
immondice	immondice	NOM
immondices	immondice	NOM
immoral	immoral	ADJ
immorale	immoral	ADJ
immoralement	immoralement	ADV
immorales	immoral	ADJ
immoralisme	immoralisme	NOM
immoraliste	immoraliste	NOM
immoralité	immoralité	NOM
immoraux	immoral	ADJ
immortalisa	immortaliser	VER
immortalisait	immortaliser	VER
immortalisant	immortaliser	VER
immortalisation	immortalisation	NOM
immortalise	immortaliser	VER
immortaliser	immortaliser	VER
immortaliseraient	immortaliser	VER
immortaliseront	immortaliser	VER
immortalisez	immortaliser	VER
immortalisé	immortaliser	VER
immortalisée	immortaliser	VER
immortalisées	immortaliser	VER
immortalisés	immortaliser	VER
immortalité	immortalité	NOM
immortalités	immortalité	NOM
immortel	immortel	ADJ
immortel	immortel	NOM
immortelle	immortel	ADJ
immortelle	immortel	NOM
immortelles	immortel	ADJ
immortelles	immortel	NOM
immortels	immortel	ADJ
immortels	immortel	NOM
immortifiées	immortifié	ADJ
immotivée	immotivé	ADJ
immotivés	immotivé	ADJ
immuabilité	immuabilité	NOM
immuable	immuable	ADJ
immuablement	immuablement	ADV
immuables	immuable	ADJ
immune	immun	ADJ
immunisait	immuniser	VER
immunisation	immunisation	NOM
immunise	immuniser	VER
immunisent	immuniser	VER
immuniser	immuniser	VER
immunisé	immuniser	VER
immunisée	immuniser	VER
immunisés	immuniser	VER
immunitaire	immunitaire	ADJ
immunitaires	immunitaire	ADJ
immunité	immunité	NOM
immunités	immunité	NOM
immunodéficience	immunodéficience	NOM
immunodéficitaire	immunodéficitaire	ADJ
immunodéprimé	immunodéprimé	ADJ
immunodéprimé	immunodéprimé	NOM
immunogène	immunogène	ADJ
immunologie	immunologie	NOM
immunologique	immunologique	ADJ
immunologiste	immunologiste	NOM
immunostimulant	immunostimulant	NOM
immunothérapie	immunothérapie	NOM
immutabilité	immutabilité	NOM
immédiat	immédiat	ADJ
immédiat	immédiat	NOM
immédiate	immédiat	ADJ
immédiatement	immédiatement	ADV
immédiates	immédiat	ADJ
immédiateté	immédiateté	NOM
immédiats	immédiat	ADJ
immémorial	immémorial	ADJ
immémoriale	immémorial	ADJ
immémoriales	immémorial	ADJ
immémoriaux	immémorial	ADJ
immérité	immérité	ADJ
imméritée	immérité	ADJ
imméritées	immérité	ADJ
immérités	immérité	ADJ
impact	impact	NOM
impacts	impact	NOM
impair	impair	ADJ
impair	impair	NOM
impaire	impair	ADJ
impaires	impair	ADJ
impairs	impair	ADJ
impairs	impair	NOM
impala	impala	NOM
impalas	impala	NOM
impalpabilité	impalpabilité	NOM
impalpable	impalpable	ADJ
impalpablement	impalpablement	ADV
impalpables	impalpable	ADJ
imparable	imparable	ADJ
imparablement	imparablement	ADV
imparables	imparable	ADJ
impardonnable	impardonnable	ADJ
impardonnablement	impardonnablement	ADV
impardonnables	impardonnable	ADJ
imparfait	imparfait	ADJ
imparfait	imparfait	NOM
imparfaite	imparfait	ADJ
imparfaitement	imparfaitement	ADV
imparfaites	imparfait	ADJ
imparfaits	imparfait	ADJ
imparfaits	imparfait	NOM
impartageable	impartageable	ADJ
imparti	imparti	ADJ
imparti	impartir	VER
impartial	impartial	ADJ
impartiale	impartial	ADJ
impartialement	impartialement	ADV
impartiales	impartial	ADJ
impartialité	impartialité	NOM
impartiaux	impartial	ADJ
impartie	impartir	VER
impartir	impartir	VER
impartis	impartir	VER
impassable	impassable	ADJ
impasse	impasse	NOM
impasses	impasse	NOM
impassibilité	impassibilité	NOM
impassible	impassible	ADJ
impassiblement	impassiblement	ADV
impassibles	impassible	ADJ
impatiemment	impatiemment	ADV
impatience	impatience	NOM
impatiences	impatience	NOM
impatiens	impatiens	NOM
impatient	impatient	ADJ
impatient	impatient	NOM
impatienta	impatienter	VER
impatientai	impatienter	VER
impatientaient	impatienter	VER
impatientais	impatienter	VER
impatientait	impatienter	VER
impatientant	impatienter	VER
impatiente	impatient	ADJ
impatiente	impatient	NOM
impatiente	impatienter	VER
impatientent	impatienter	VER
impatienter	impatienter	VER
impatienterait	impatienter	VER
impatientes	impatient	ADJ
impatientes	impatient	NOM
impatientes	impatienter	VER
impatientez	impatienter	VER
impatients	impatient	ADJ
impatients	impatient	NOM
impatientèrent	impatienter	VER
impatienté	impatienter	VER
impatientée	impatienter	VER
impatientés	impatienter	VER
impatronisait	impatroniser	VER
impatroniser	impatroniser	VER
impatronisé	impatroniser	VER
impavide	impavide	ADJ
impavides	impavide	ADJ
impayable	impayable	ADJ
impayables	impayable	ADJ
impayé	impayé	ADJ
impayé	impayé	NOM
impayée	impayé	ADJ
impayées	impayé	ADJ
impayés	impayé	ADJ
impayés	impayé	NOM
impeachment	impeachment	NOM
impec	impec	ADJ
impeccabilité	impeccabilité	NOM
impeccable	impeccable	ADJ
impeccablement	impeccablement	ADV
impeccables	impeccable	ADJ
impedimenta	impedimenta	NOM
impensable	impensable	ADJ
impensables	impensable	ADJ
impensé	impensé	ADJ
imper	imper	NOM
imperator	imperator	NOM
imperceptible	imperceptible	ADJ
imperceptiblement	imperceptiblement	ADV
imperceptibles	imperceptible	ADJ
imperfectible	imperfectible	ADJ
imperfection	imperfection	NOM
imperfections	imperfection	NOM
imperium	imperium	NOM
imperméabilisant	imperméabilisant	NOM
imperméabiliser	imperméabiliser	VER
imperméabilisé	imperméabiliser	VER
imperméabilité	imperméabilité	NOM
imperméable	imperméable	ADJ
imperméable	imperméable	NOM
imperméables	imperméable	ADJ
imperméables	imperméable	NOM
impers	imper	NOM
impersonnaliser	impersonnaliser	VER
impersonnalité	impersonnalité	NOM
impersonnel	impersonnel	ADJ
impersonnelle	impersonnel	ADJ
impersonnelles	impersonnel	ADJ
impersonnels	impersonnel	ADJ
impertinemment	impertinemment	ADV
impertinence	impertinence	NOM
impertinences	impertinence	NOM
impertinent	impertinent	ADJ
impertinent	impertinent	NOM
impertinente	impertinent	ADJ
impertinente	impertinent	NOM
impertinentes	impertinent	ADJ
impertinents	impertinent	ADJ
impertinents	impertinent	NOM
imperturbable	imperturbable	ADJ
imperturbablement	imperturbablement	ADV
imperturbables	imperturbable	ADJ
impie	impie	ADJ
impie	impie	NOM
impies	impie	ADJ
impies	impie	NOM
impitoyable	impitoyable	ADJ
impitoyablement	impitoyablement	ADV
impitoyables	impitoyable	ADJ
impiété	impiété	NOM
impiétés	impiété	NOM
implacabilité	implacabilité	NOM
implacable	implacable	ADJ
implacablement	implacablement	ADV
implacables	implacable	ADJ
implant	implant	NOM
implanta	implanter	VER
implantable	implantable	ADJ
implantaient	implanter	VER
implantais	implanter	VER
implantait	implanter	VER
implantant	implanter	VER
implantation	implantation	NOM
implantations	implantation	NOM
implante	implanter	VER
implantent	implanter	VER
implanter	implanter	VER
implantez	implanter	VER
implantiez	implanter	VER
implantons	implanter	VER
implants	implant	NOM
implanté	implanter	VER
implanté	implanté	ADJ
implantée	implanter	VER
implantée	implanté	ADJ
implantées	implanter	VER
implantées	implanté	ADJ
implantés	implanter	VER
implantés	implanté	ADJ
implication	implication	NOM
implications	implication	NOM
implicite	implicite	ADJ
implicitement	implicitement	ADV
implicites	implicite	ADJ
impliqua	impliquer	VER
impliquaient	impliquer	VER
impliquait	impliquer	VER
impliquant	impliquer	VER
implique	impliquer	VER
impliquent	impliquer	VER
impliquer	impliquer	VER
impliquera	impliquer	VER
impliquerai	impliquer	VER
impliquerais	impliquer	VER
impliquerait	impliquer	VER
impliquerons	impliquer	VER
impliqueront	impliquer	VER
impliquez	impliquer	VER
impliquions	impliquer	VER
impliquons	impliquer	VER
impliquât	impliquer	VER
impliqué	impliquer	VER
impliquée	impliquer	VER
impliquées	impliquer	VER
impliqués	impliquer	VER
implora	implorer	VER
implorai	implorer	VER
imploraient	implorer	VER
implorais	implorer	VER
implorait	implorer	VER
implorant	implorant	ADJ
implorant	implorer	VER
implorante	implorant	ADJ
implorantes	implorant	ADJ
implorants	implorant	ADJ
imploration	imploration	NOM
implorations	imploration	NOM
implore	implorer	VER
implorent	implorer	VER
implorer	implorer	VER
implorera	implorer	VER
implorerai	implorer	VER
implorerais	implorer	VER
implorerez	implorer	VER
imploreront	implorer	VER
implorez	implorer	VER
imploriez	implorer	VER
implorons	implorer	VER
implorèrent	implorer	VER
imploré	implorer	VER
implorée	implorer	VER
implose	imploser	VER
implosent	imploser	VER
imploser	imploser	VER
implosera	imploser	VER
implosez	imploser	VER
implosif	implosif	ADJ
implosifs	implosif	ADJ
implosion	implosion	NOM
implosive	implosive	NOM
implosives	implosif	ADJ
implémentation	implémentation	NOM
implémenter	implémenter	VER
impoli	impoli	ADJ
impoli	impoli	NOM
impolie	impoli	ADJ
impolie	impoli	NOM
impoliment	impoliment	ADV
impolis	impoli	ADJ
impolis	impoli	NOM
impolitesse	impolitesse	NOM
impolitesses	impolitesse	NOM
impollu	impollu	ADJ
impolluable	impolluable	ADJ
impollué	impollué	ADJ
impolluée	impollué	ADJ
impolluées	impollué	ADJ
impollués	impollué	ADJ
impondérable	impondérable	ADJ
impondérable	impondérable	NOM
impondérables	impondérable	ADJ
impondérables	impondérable	NOM
impopulaire	impopulaire	ADJ
impopulaires	impopulaire	ADJ
impopularité	impopularité	NOM
import	import	NOM
import-export	import-export	NOM
importa	importer	VER
importable	importable	ADJ
importables	importable	ADJ
importaient	importer	VER
importait	importer	VER
importance	importance	NOM
importances	importance	NOM
important	important	ADJ
important	important	NOM
important	importer	VER
importante	important	ADJ
importantes	important	ADJ
importants	important	ADJ
importants	important	NOM
importateur	importateur	ADJ
importateur	importateur	NOM
importateurs	importateur	NOM
importation	importation	NOM
importations	importation	NOM
importe	importer	VER
importent	importer	VER
importer	importer	VER
importera	importer	VER
importeraient	importer	VER
importerait	importer	VER
importes	importer	VER
imports	import	NOM
importun	importun	ADJ
importun	importun	NOM
importuna	importuner	VER
importunaient	importuner	VER
importunais	importuner	VER
importunait	importuner	VER
importune	importun	ADJ
importune	importun	NOM
importune	importuner	VER
importunent	importuner	VER
importuner	importuner	VER
importunerai	importuner	VER
importunerait	importuner	VER
importunerez	importuner	VER
importunerons	importuner	VER
importunes	importun	ADJ
importunes	importun	NOM
importunes	importuner	VER
importunez	importuner	VER
importunités	importunité	NOM
importuns	importun	ADJ
importuns	importun	NOM
importunât	importuner	VER
importuné	importuner	VER
importunée	importuner	VER
importunés	importuner	VER
importât	importer	VER
importé	importer	VER
importé	importé	ADJ
importée	importer	VER
importée	importé	ADJ
importées	importer	VER
importées	importé	ADJ
importés	importer	VER
importés	importé	ADJ
imposa	imposer	VER
imposable	imposable	ADJ
imposables	imposable	ADJ
imposai	imposer	VER
imposaient	imposer	VER
imposais	imposer	VER
imposait	imposer	VER
imposant	imposant	ADJ
imposant	imposer	VER
imposante	imposant	ADJ
imposantes	imposant	ADJ
imposants	imposant	ADJ
imposassent	imposer	VER
impose	imposer	VER
imposent	imposer	VER
imposer	imposer	VER
imposera	imposer	VER
imposerai	imposer	VER
imposeraient	imposer	VER
imposerais	imposer	VER
imposerait	imposer	VER
imposerez	imposer	VER
imposerions	imposer	VER
imposerons	imposer	VER
imposeront	imposer	VER
imposes	imposer	VER
imposez	imposer	VER
imposiez	imposer	VER
imposition	imposition	NOM
impositions	imposition	NOM
imposons	imposer	VER
impossibilité	impossibilité	NOM
impossibilités	impossibilité	NOM
impossible	impossible	ADJ
impossible	impossible	NOM
impossibles	impossible	ADJ
impossibles	impossible	NOM
imposte	imposte	NOM
imposteur	imposteur	NOM
imposteurs	imposteur	NOM
imposture	imposture	NOM
impostures	imposture	NOM
imposât	imposer	VER
imposèrent	imposer	VER
imposé	imposer	VER
imposé	imposé	ADJ
imposé	imposé	NOM
imposée	imposer	VER
imposée	imposé	ADJ
imposée	imposé	NOM
imposées	imposer	VER
imposées	imposé	ADJ
imposés	imposer	VER
imposés	imposé	ADJ
impotence	impotence	NOM
impotent	impotent	ADJ
impotent	impotent	NOM
impotente	impotent	ADJ
impotente	impotent	NOM
impotentes	impotent	ADJ
impotents	impotent	ADJ
impotents	impotent	NOM
impraticabilité	impraticabilité	NOM
impraticable	impraticable	ADJ
impraticables	impraticable	ADJ
impratique	impratique	ADJ
imprenable	imprenable	ADJ
imprenables	imprenable	ADJ
impresarii	impresario	NOM
impresario	impresario	NOM
impresarios	impresario	NOM
imprescriptible	imprescriptible	ADJ
imprescriptibles	imprescriptible	ADJ
impression	impression	NOM
impressionna	impressionner	VER
impressionnable	impressionnable	ADJ
impressionnables	impressionnable	ADJ
impressionnaient	impressionner	VER
impressionnais	impressionner	VER
impressionnait	impressionner	VER
impressionnant	impressionnant	ADJ
impressionnant	impressionner	VER
impressionnante	impressionnant	ADJ
impressionnantes	impressionnant	ADJ
impressionnants	impressionnant	ADJ
impressionne	impressionner	VER
impressionnent	impressionner	VER
impressionner	impressionner	VER
impressionnera	impressionner	VER
impressionnerait	impressionner	VER
impressionneras	impressionner	VER
impressionneront	impressionner	VER
impressionnes	impressionner	VER
impressionnez	impressionner	VER
impressionnisme	impressionnisme	NOM
impressionniste	impressionniste	ADJ
impressionniste	impressionniste	NOM
